date,province_thai,province_eng,region_thai,region_eng,variable,value
01-09-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,net_profit_thai,261.01
01-09-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,net_profit_thai,477.99
01-09-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,net_profit_thai,65.17
01-09-21,ตราด,Trat ,ภาคตะวันออก,east,net_profit_thai,143.25
01-09-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,net_profit_thai,9.18
01-09-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,net_profit_thai,12.26
01-09-21,ระยอง,Rayong ,ภาคตะวันออก,east,net_profit_thai,67.92
01-09-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,net_profit_thai,8.66
01-09-21,ภูเก็ต,Phuket ,ภาคใต้,south,net_profit_thai,455.04
01-09-21,พัทลุง,Phatthalung ,ภาคใต้,south,net_profit_thai,2.24
01-09-21,ตรัง,Trang ,ภาคใต้,south,net_profit_thai,22.3
01-09-21,ระนอง,Ranong ,ภาคใต้,south,net_profit_thai,5.69
01-09-21,ชุมพร,Chumphon ,ภาคใต้,south,net_profit_thai,7.49
01-09-21,ปัตตานี,Pattani ,ภาคใต้,south,net_profit_thai,3
01-09-21,ยะลา,Yala ,ภาคใต้,south,net_profit_thai,1.22
01-09-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,net_profit_thai,22.86
01-09-21,นราธิวาส,Narathiwat ,ภาคใต้,south,net_profit_thai,1.68
01-09-21,กระบี่,Krabi ,ภาคใต้,south,net_profit_thai,35.98
01-09-21,สงขลา,Songkhla ,ภาคใต้,south,net_profit_thai,8.26
01-09-21,พังงา,Phang Nga ,ภาคใต้,south,net_profit_thai,32.13
01-09-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,net_profit_thai,18.29
01-09-21,สตูล,Satun ,ภาคใต้,south,net_profit_thai,6.09
01-09-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,net_profit_thai,6.53
01-09-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,net_profit_thai,212.51
01-09-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,net_profit_thai,772.04
01-09-21,พิจิตร,Phichit ,ภาคเหนือ,north,net_profit_thai,7.73
01-09-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,net_profit_thai,29.75
01-09-21,ตาก,Tak ,ภาคเหนือ,north,net_profit_thai,34.67
01-09-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,net_profit_thai,57.01
01-09-21,พะเยา,Phayao ,ภาคเหนือ,north,net_profit_thai,18.08
01-09-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,net_profit_thai,51.53
01-09-21,แพร่,Phrae ,ภาคเหนือ,north,net_profit_thai,14.99
01-09-21,ลำปาง,Lampang ,ภาคเหนือ,north,net_profit_thai,18.76
01-09-21,ลำพูน,Lamphun ,ภาคเหนือ,north,net_profit_thai,7.38
01-09-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,net_profit_thai,26.94
01-09-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,net_profit_thai,5.88
01-09-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,net_profit_thai,2.57
01-09-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,net_profit_thai,9
01-09-21,น่าน,Nan ,ภาคเหนือ,north,net_profit_thai,31.81
01-09-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,3.49
01-09-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,47.34
01-09-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,12.57
01-09-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,9.12
01-09-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,199.46
01-09-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,30.67
01-09-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,3.31
01-09-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,18.67
01-09-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,2.34
01-09-21,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,11.35
01-09-21,ศรีสะเกษ,Sisaket ,ภาคใต้,south,net_profit_thai,10.17
01-09-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,8.39
01-09-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,7.84
01-09-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,2.6
01-09-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,17.75
01-09-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,29.73
01-09-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,7.69
01-09-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,2.39
01-09-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,2.17
01-09-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_thai,0.93
01-09-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,net_profit_foreign,324.92
01-09-21,ลพบุรี,Lopburi ,ภาคกลาง,central,net_profit_foreign,0.04
01-09-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,net_profit_foreign,0.18
01-09-21,สระบุรี,Saraburi ,ภาคกลาง,central,net_profit_foreign,0.05
01-09-21,ชัยนาท,Chainat ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,net_profit_foreign,0.02
01-09-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,net_profit_foreign,0.07
01-09-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,net_profit_foreign,0.07
01-09-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,net_profit_foreign,0.07
01-09-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,net_profit_foreign,0
01-09-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,net_profit_foreign,0.1
01-09-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,net_profit_foreign,0
01-09-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,net_profit_foreign,0.51
01-09-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,net_profit_foreign,0.97
01-09-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,net_profit_foreign,5.65
01-09-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,net_profit_foreign,0.22
01-09-21,ตราด,Trat ,ภาคตะวันออก,east,net_profit_foreign,1.75
01-09-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,net_profit_foreign,0
01-09-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,net_profit_foreign,0
01-09-21,ระยอง,Rayong ,ภาคตะวันออก,east,net_profit_foreign,0.71
01-09-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,net_profit_foreign,0
01-09-21,ภูเก็ต,Phuket ,ภาคใต้,south,net_profit_foreign,1491.24
01-09-21,พัทลุง,Phatthalung ,ภาคใต้,south,net_profit_foreign,0
01-09-21,ตรัง,Trang ,ภาคใต้,south,net_profit_foreign,0
01-09-21,ระนอง,Ranong ,ภาคใต้,south,net_profit_foreign,0
01-09-21,ชุมพร,Chumphon ,ภาคใต้,south,net_profit_foreign,0
01-09-21,ปัตตานี,Pattani ,ภาคใต้,south,net_profit_foreign,0
01-09-21,ยะลา,Yala ,ภาคใต้,south,net_profit_foreign,0
01-09-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,net_profit_foreign,0
01-09-21,นราธิวาส,Narathiwat ,ภาคใต้,south,net_profit_foreign,0
01-09-21,กระบี่,Krabi ,ภาคใต้,south,net_profit_foreign,0.91
01-09-21,สงขลา,Songkhla ,ภาคใต้,south,net_profit_foreign,0
01-09-21,พังงา,Phang Nga ,ภาคใต้,south,net_profit_foreign,12.34
01-09-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,net_profit_foreign,10.94
01-09-21,สตูล,Satun ,ภาคใต้,south,net_profit_foreign,0
01-09-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,net_profit_foreign,1.31
01-09-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,net_profit_foreign,5.76
01-09-21,พิจิตร,Phichit ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,ตาก,Tak ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,net_profit_foreign,0.29
01-09-21,พะเยา,Phayao ,ภาคเหนือ,north,net_profit_foreign,0.12
01-09-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,net_profit_foreign,0.11
01-09-21,แพร่,Phrae ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,ลำปาง,Lampang ,ภาคเหนือ,north,net_profit_foreign,0.23
01-09-21,ลำพูน,Lamphun ,ภาคเหนือ,north,net_profit_foreign,0.08
01-09-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,net_profit_foreign,0.66
01-09-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,net_profit_foreign,0
01-09-21,น่าน,Nan ,ภาคเหนือ,north,net_profit_foreign,0.15
01-09-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0.03
01-09-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,1.77
01-09-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0.09
01-09-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0.03
01-09-21,ศรีสะเกษ,Sisaket ,ภาคใต้,south,net_profit_foreign,0
01-09-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0.03
01-09-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0.01
01-09-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0.02
01-09-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-09-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,net_profit_foreign,0
01-10-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,occupancy_rate,15.68
01-10-21,ลพบุรี,Lopburi ,ภาคกลาง,central,occupancy_rate,16.85
01-10-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,occupancy_rate,23.63
01-10-21,สระบุรี,Saraburi ,ภาคกลาง,central,occupancy_rate,18.56
01-10-21,ชัยนาท,Chainat ,ภาคกลาง,central,occupancy_rate,15.79
01-10-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,occupancy_rate,16.81
01-10-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,occupancy_rate,14.44
01-10-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,occupancy_rate,13.34
01-10-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,occupancy_rate,12.64
01-10-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,occupancy_rate,14.58
01-10-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,occupancy_rate,7.86
01-10-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,occupancy_rate,12.52
01-10-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,occupancy_rate,11.65
01-10-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,occupancy_rate,21.44
01-10-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,occupancy_rate,32.84
01-10-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,occupancy_rate,13.37
01-10-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,occupancy_rate,22.49
01-10-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,occupancy_rate,27.61
01-10-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,occupancy_rate,26.53
01-10-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,occupancy_rate,29.23
01-10-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,occupancy_rate,33.69
01-10-21,ตราด,Trat ,ภาคตะวันออก,east,occupancy_rate,16.13
01-10-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,occupancy_rate,24.43
01-10-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,occupancy_rate,18.86
01-10-21,ระยอง,Rayong ,ภาคตะวันออก,east,occupancy_rate,30.2
01-10-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,occupancy_rate,16.1
01-10-21,ภูเก็ต,Phuket ,ภาคใต้,south,occupancy_rate,9.15
01-10-21,พัทลุง,Phatthalung ,ภาคใต้,south,occupancy_rate,3.19
01-10-21,ตรัง,Trang ,ภาคใต้,south,occupancy_rate,7.54
01-10-21,ระนอง,Ranong ,ภาคใต้,south,occupancy_rate,4.31
01-10-21,ชุมพร,Chumphon ,ภาคใต้,south,occupancy_rate,12.48
01-10-21,ปัตตานี,Pattani ,ภาคใต้,south,occupancy_rate,2.76
01-10-21,ยะลา,Yala ,ภาคใต้,south,occupancy_rate,2.15
01-10-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,occupancy_rate,7.42
01-10-21,นราธิวาส,Narathiwat ,ภาคใต้,south,occupancy_rate,3.23
01-10-21,กระบี่,Krabi ,ภาคใต้,south,occupancy_rate,2.18
01-10-21,สงขลา,Songkhla ,ภาคใต้,south,occupancy_rate,3.31
01-10-21,พังงา,Phang Nga ,ภาคใต้,south,occupancy_rate,11.27
01-10-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,occupancy_rate,5.79
01-10-21,สตูล,Satun ,ภาคใต้,south,occupancy_rate,5.86
01-10-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,occupancy_rate,8.46
01-10-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,occupancy_rate,26.87
01-10-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,occupancy_rate,20.68
01-10-21,พิจิตร,Phichit ,ภาคเหนือ,north,occupancy_rate,8.51
01-10-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,occupancy_rate,11.76
01-10-21,ตาก,Tak ,ภาคเหนือ,north,occupancy_rate,9.35
01-10-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,occupancy_rate,16.28
01-10-21,พะเยา,Phayao ,ภาคเหนือ,north,occupancy_rate,21.49
01-10-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,occupancy_rate,25.06
01-10-21,แพร่,Phrae ,ภาคเหนือ,north,occupancy_rate,18.9
01-10-21,ลำปาง,Lampang ,ภาคเหนือ,north,occupancy_rate,25.96
01-10-21,ลำพูน,Lamphun ,ภาคเหนือ,north,occupancy_rate,26.1
01-10-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,occupancy_rate,16.53
01-10-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,occupancy_rate,10.82
01-10-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,occupancy_rate,4.75
01-10-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,occupancy_rate,6.58
01-10-21,น่าน,Nan ,ภาคเหนือ,north,occupancy_rate,49.03
01-10-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,15.46
01-10-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,15.97
01-10-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,6.66
01-10-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,15.89
01-10-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,21.17
01-10-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,16.36
01-10-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,9.36
01-10-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,13.32
01-10-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,11.64
01-10-21,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,18.87
01-10-21,ศรีสะเกษ,Sisaket ,ภาคใต้,south,occupancy_rate,12.78
01-10-21,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,9.22
01-10-21,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,11.21
01-10-21,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,7.82
01-10-21,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,11.36
01-10-21,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,16.34
01-10-21,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,14.34
01-10-21,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,9.81
01-10-21,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,9.11
01-10-21,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,4.12
01-10-21,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_occupied,271942
01-10-21,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_occupied,12336
01-10-21,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_occupied,28760
01-10-21,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_occupied,16525
01-10-21,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_occupied,6656
01-10-21,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_occupied,13994
01-10-21,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_occupied,5718
01-10-21,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_occupied,2732
01-10-21,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_occupied,9899
01-10-21,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_occupied,9104
01-10-21,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_occupied,9872
01-10-21,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_occupied,7612
01-10-21,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_occupied,5667
01-10-21,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_occupied,33133
01-10-21,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_occupied,166596
01-10-21,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_occupied,18232
01-10-21,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_occupied,33111
01-10-21,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_occupied,135873
01-10-21,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_occupied,144930
01-10-21,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_occupied,191611
01-10-21,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_occupied,41667
01-10-21,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_occupied,47540
01-10-21,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_occupied,16085
01-10-21,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_occupied,16421
01-10-21,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_occupied,40963
01-10-21,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_occupied,9601
01-10-21,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_occupied,78742
01-10-21,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_occupied,1844
01-10-21,ตรัง,Trang ,ภาคใต้,south,no_tourist_occupied,5601
01-10-21,ระนอง,Ranong ,ภาคใต้,south,no_tourist_occupied,4265
01-10-21,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_occupied,6832
01-10-21,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_occupied,906
01-10-21,ยะลา,Yala ,ภาคใต้,south,no_tourist_occupied,999
01-10-21,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_occupied,7619
01-10-21,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_occupied,1094
01-10-21,กระบี่,Krabi ,ภาคใต้,south,no_tourist_occupied,4825
01-10-21,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_occupied,5132
01-10-21,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_occupied,23920
01-10-21,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_occupied,6978
01-10-21,สตูล,Satun ,ภาคใต้,south,no_tourist_occupied,3334
01-10-21,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_occupied,7489
01-10-21,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_occupied,98956
01-10-21,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_occupied,182337
01-10-21,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_occupied,6447
01-10-21,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_occupied,18256
01-10-21,ตาก,Tak ,ภาคเหนือ,north,no_tourist_occupied,17531
01-10-21,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_occupied,37534
01-10-21,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_occupied,10885
01-10-21,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_occupied,70220
01-10-21,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_occupied,13132
01-10-21,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_occupied,20485
01-10-21,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_occupied,9952
01-10-21,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_occupied,31892
01-10-21,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_occupied,10868
01-10-21,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_occupied,2658
01-10-21,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_occupied,6884
01-10-21,น่าน,Nan ,ภาคเหนือ,north,no_tourist_occupied,47859
01-10-21,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,7138
01-10-21,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,48194
01-10-21,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,10061
01-10-21,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,10617
01-10-21,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,136393
01-10-21,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,28406
01-10-21,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,7736
01-10-21,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,10136
01-10-21,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,9259
